-152.571846	551.000000
-149.849756	549.000000
-147.129283	552.000000
-144.410428	554.000000
-141.693187	549.000000
-138.977560	554.000000
-136.263546	557.000000
-133.551142	550.000000
-130.840349	552.000000
-128.131163	547.000000
-125.423584	552.000000
-122.717610	552.000000
-120.013240	554.000000
-117.310473	549.000000
-114.609306	555.000000
-111.909739	549.000000
-109.211771	554.000000
-106.515399	546.000000
-103.820623	555.000000
-101.127440	552.000000
-98.435850	544.000000
-95.745852	550.000000
-93.057443	549.000000
-90.370623	552.000000
-87.685389	556.000000
-85.001741	552.000000
-82.319678	545.000000
-79.639197	559.000000
-76.960298	551.000000
-74.282979	551.000000
-71.607238	548.000000
-68.933075	551.000000
-66.260487	549.000000
-63.589474	548.000000
-60.920034	552.000000
-58.252166	552.000000
-55.585869	549.000000
-52.921140	549.000000
-50.257979	555.000000
-47.596384	552.000000
-44.936354	551.000000
-42.277888	548.000000
-39.620984	557.000000
-36.965640	558.000000
-34.311856	550.000000
-31.659630	552.000000
-29.008961	549.000000
-26.359847	554.000000
-23.712286	547.000000
-21.066279	550.000000
-18.421823	547.000000
-15.778917	554.000000
-13.137559	557.000000
-10.497748	556.000000
-7.859484	556.000000
-5.222763	547.000000
-2.587586	555.000000
0.046049	551.000000
2.678144	552.000000
5.308699	556.000000
7.937717	549.000000
10.565198	555.000000
13.191145	552.000000
15.815557	555.000000
18.438437	550.000000
21.059786	556.000000
23.679605	550.000000
26.297896	550.000000
28.914659	548.000000
31.529897	550.000000
34.143610	555.000000
36.755800	553.000000
39.366469	554.000000
41.975617	551.000000
44.583245	549.000000
47.189356	555.000000
49.793950	550.000000
52.397029	551.000000
54.998594	546.000000
57.598647	555.000000
60.197188	546.000000
62.794219	551.000000
65.389741	554.000000
67.983756	552.000000
70.576265	556.000000
73.167269	557.000000
75.756770	553.000000
78.344768	559.000000
80.931266	555.000000
83.516264	549.000000
86.099764	553.000000
88.681767	553.000000
91.262274	556.000000
93.841286	552.000000
96.418806	551.000000
98.994833	549.000000
101.569371	555.000000
104.142419	555.000000
106.713978	561.000000
109.284052	561.000000
111.852639	555.000000
114.419743	557.000000
116.985364	551.000000
119.549503	557.000000
122.112162	556.000000
124.673342	553.000000
127.233044	555.000000
129.791270	553.000000
132.348020	559.000000
134.903296	553.000000
137.457100	556.000000
140.009432	551.000000
142.560295	558.000000
145.109688	553.000000
147.657614	563.000000
150.204073	552.000000
152.749067	553.000000
155.292597	555.000000
157.834665	561.000000
160.375271	563.000000
162.914417	559.000000
165.452105	553.000000
167.988335	563.000000
170.523108	557.000000
173.056426	559.000000
175.588291	560.000000
178.118703	552.000000
180.647663	555.000000
183.175174	564.000000
185.701235	567.000000
188.225849	558.000000
190.749016	560.000000
193.270738	561.000000
195.791017	558.000000
198.309852	564.000000
200.827246	563.000000
203.343200	564.000000
205.857715	560.000000
208.370792	562.000000
210.882432	564.000000
213.392637	567.000000
215.901408	569.000000
218.408746	574.000000
220.914653	577.000000
223.419129	588.000000
225.922176	589.000000
228.423794	607.000000
230.923986	606.000000
233.422752	619.000000
235.920094	641.000000
238.416013	663.000000
240.910510	679.000000
243.403586	705.000000
245.895242	732.000000
248.385480	760.000000
250.874301	785.000000
253.361706	817.000000
255.847697	845.000000
258.332274	854.000000
260.815438	879.000000
263.297191	894.000000
265.777535	892.000000
268.256470	906.000000
270.733997	894.000000
273.210118	920.000000
275.684833	906.000000
278.158145	898.000000
280.630054	915.000000
283.100561	906.000000
285.569668	899.000000
288.037376	913.000000
290.503685	924.000000
292.968598	911.000000
295.432115	920.000000
297.894238	903.000000
300.354967	925.000000
302.814304	916.000000
305.272250	929.000000
307.728807	936.000000
310.183974	953.000000
312.637755	951.000000
315.090149	964.000000
317.541158	987.000000
319.990783	1020.000000
322.439025	1034.000000
324.885886	1117.000000
327.331366	1177.000000
329.775467	1205.000000
332.218189	1157.000000
334.659535	1092.000000
337.099505	1046.000000
339.538101	1018.000000
341.975323	1006.000000
344.411172	965.000000
346.845651	958.000000
349.278759	938.000000
351.710499	945.000000
354.140870	954.000000
356.569876	933.000000
358.997515	926.000000
361.423791	917.000000
363.848703	931.000000
366.272254	905.000000
368.694443	906.000000
371.115273	886.000000
373.534745	912.000000
375.952859	906.000000
378.369616	910.000000
380.785019	893.000000
383.199067	888.000000
385.611763	894.000000
388.023106	887.000000
390.433100	868.000000
392.841743	882.000000
395.249039	868.000000
397.654987	868.000000
400.059589	881.000000
402.462846	853.000000
404.864759	873.000000
407.265330	853.000000
409.664559	868.000000
412.062447	868.000000
414.458996	856.000000
416.854207	867.000000
419.248081	853.000000
421.640618	848.000000
424.031821	850.000000
426.421690	847.000000
428.810227	844.000000
431.197431	848.000000
433.583306	849.000000
435.967851	865.000000
438.351067	850.000000
440.732957	853.000000
443.113520	854.000000
445.492759	847.000000
